"data_size","cache_size","hit","miss"
873067,51,6408044,576441
195040,659,1552330,7331
246452,4038,1966200,1378
771510,180155,5987277,4648
599144,24709,4680378,88065
211456,54200,1609389,28059
637107,35341,5032533,28982
139001,1232,1109041,1735
970906,56,7767160,32
261414,72,1971173,120067
16258,26,113806,16232
360648,6033,2801566,77585
100430,13059,773866,16515
244647,30641,1866814,59721
233298,88269,1765575,12540
225959,38469,1682377,86826
209255,39,1502740,171261
107177,7416,821806,28194
85413,118,671288,11898
248276,80,1875037,111091
793190,171925,6161731,11864
215359,5721,1507513,209638
210672,86229,1585404,13743
358789,18715,2757039,94558
890493,139549,6906388,78007
773231,50170,5901329,234349
399888,91423,3038938,68743
990381,236783,7541719,144546
586108,90523,4478986,119355
598301,21208,4647679,117521
903769,145890,7014721,69541
734920,4664,5854543,20153
516066,14743,3952668,161117
448168,16648,3416149,152547
430600,128496,3246264,70040
909682,148474,6987464,141518
611848,162766,4676864,55154
277917,7574,2214734,1028
784208,174093,5985670,113901
461768,10999,3513260,169885
476942,57839,3705009,52688
282831,1626,2142102,118920
321601,46,2572760,2
971423,5225,7752968,13191
823263,197640,6353075,35389
148226,20766,1151537,13505
255487,173,2043123,600
38557,480,306804,1172
914495,354575,6936098,25287
532855,29,4262770,41
965459,141410,7496958,85304
351983,36424,2766979,12461
517861,5801,3977850,159237
310634,59576,2384648,40848
464805,54377,3547477,116586
759915,22978,5925913,130429
128004,3233,994316,26483
47515,3171,369047,7902
636093,17143,4888415,183186
550300,31580,4172656,198164
559947,153761,4267326,58489
667026,23100,5051500,261608
624479,96306,4726682,172844
211096,50077,1603067,35624
24789,496,190487,7329
289443,69424,2206139,39981
17081,4774,130965,909
947105,178173,7351332,47335
395311,13580,3148725,183
857306,8,6827864,30576
799969,146891,6109134,143727
862546,155211,6608388,136769
963046,61,7097283,607024
197005,177,1564892,10971
677817,122631,5255512,44393
88916,31638,668050,11640
834077,195,6669631,2790
24326,2176,187403,5029
479975,18716,3698821,122263
833828,459368,5836796,374460
907541,218680,6934879,106769
782196,137568,5959855,160145
37824,522,301018,1052
279683,6611,2228782,2071
549712,41110,4355380,1206
449870,96714,3437241,65005
222866,3273,1729913,49742
819578,114803,6333724,108097
933546,122950,7129792,215626
369888,10,2602016,357078
680731,71263,5155743,218842
339796,70366,2639569,8433
238410,140,1887206,19934
127730,8157,972864,40819
843806,58700,6430501,261247
382505,39699,2909910,110431
816329,9200,6511529,9903
164789,107,1257771,60434
391798,39,2811672,322673
315068,83243,2401572,35729
637107,130173,4939215,27468
857298,400559,6239167,218658
330120,122286,2454507,64167
761011,18,6088002,68
573790,22410,4388379,179531
108456,1390,864324,1934
162804,12855,1250188,39389
823240,33,6585810,77
817939,21,6543383,108
635768,125041,4938856,22247
808905,35,6471170,35
206056,41326,1594454,12668
614322,200,4912693,1683
525651,51597,4074321,79290
229637,19073,1789030,28993
917135,526,7277992,58562
789149,157964,5985661,169567
599777,9641,4781907,6668
618573,270875,4612754,64955
469308,46819,3645654,61991
770795,69,6166285,6
374622,89948,2861104,45924
644422,41,4649341,505994
39616,11945,301778,3205
281110,19410,2183749,45721
699889,9,5585409,13694
444818,72811,3455479,30254
995075,200381,7724207,36012
821014,3598,6208412,356102
126801,2185,1006828,5395
679963,78082,5262183,99439
111141,2108,886676,344
150605,25408,1162241,17191
926684,28066,7384513,893
613984,30218,4800710,80944
655925,1521,5227773,18106
521908,121752,4046344,7168
761215,17,5382072,707631
418979,113406,3165160,73266
466350,91430,3619977,19393
135101,18,1080782,8
383157,28750,2970369,66137
655428,22692,5001754,218978
191364,56826,1473677,409
360473,5228,2876416,2140
11424,159,90892,341
521009,150392,3988815,28865
937422,329479,7128848,41049
867488,70,6939820,14
477286,6455,3707586,104247
569502,9329,4316945,229742
42827,8,340736,1872
613853,11092,4647314,252418
198889,31,1591078,3
51453,122,404684,6818
183645,134,1453774,15252
579383,1356,4623440,10268
601320,148974,4594811,66775
231549,133,1824993,27266
934300,109489,7251878,113033
425645,88343,3257082,59735
644265,141236,5001048,11836
223745,4730,1782574,2656
510002,86338,3958834,34844
231850,150,1842210,12440
693990,76353,5358921,116646
471931,10625,3638363,126460
773666,62,6189262,4
773496,9997,6172747,5224
923586,298968,7057604,32116
950998,11107,7579571,17306
183337,27,1466666,3
950679,43488,7247419,314525
326951,61753,2511954,41901
961637,296858,7375146,21092
953645,93071,7392388,143701
355021,79683,2751541,8944
643830,156185,4925389,69066
117757,4068,937559,429
441715,94845,3398394,40481
438532,87832,3359833,60591
159064,50314,1214289,7909
679515,189198,5179625,67297
429648,111951,3265620,59613
515084,7316,4110615,2741
147715,25205,1114926,41589
343868,150,2732494,18300
577686,99805,4466253,55430
677466,37703,5167801,214224
673688,23823,5308384,57297
971191,72912,7400176,296440
593871,32443,4647775,70750
952091,4,6685734,930990
85651,16,685189,3
933115,288399,7116063,60458
586617,119,4609533,83284
201268,22,1610112,10
340649,36,2725147,9
458138,34,3283081,381989
432788,39,3114333,347932
408509,48,3267997,27
592928,48539,4514337,180548
261056,10112,1993279,85057
878695,19546,6877398,132616
916507,130800,7087756,113500
638940,61723,4959273,90524
742801,102611,5765929,73868
173212,31519,1345487,8690
614559,78295,4683849,154328
79687,15990,612058,9448
559648,221389,4252824,2971
898527,43608,6861458,283150
759800,132120,5900922,45358
835578,146955,6369145,168524
184059,110,1288413,183949
437707,63857,3394204,43595
376278,13218,2923024,73982
326623,60819,2531263,20902
77485,290,616332,3258
35661,1713,276724,6851
274366,106127,2087808,993
651176,79316,5058482,71610
515329,96696,4003195,22741
843175,66639,6436488,242273
542337,106533,4213011,19152
185433,37168,1446119,177
29506,3649,227398,5001
777145,2403,6194207,20550
654717,265217,4964286,8233
124469,2231,966840,26681
385906,118849,2936861,31538
128011,8926,983585,31577
198460,23238,1510956,53486
669123,9,5337326,15649
858409,126807,6555685,184780
829597,13697,6618469,4610
495883,44,3966992,28
815054,4604,6154589,361239
757147,479,6026236,30461
541854,111692,4108286,114854
441839,12,3534631,69
385912,73885,2932246,81165
995754,112,7965902,18
934694,2636,7185553,289363
695421,10353,5543242,9773
304783,38,2438218,8
285929,74464,2201287,11681
831125,215920,6355969,77111
892583,111,6937974,202579
461186,145761,3532386,11341
862599,102,6900682,8
221277,2995,1764415,2806
86358,19631,670559,674
394931,36082,3063146,60220
943947,28784,7417529,105263
187824,59213,1409768,33611
497061,26630,3919704,30154
214359,77262,1621730,15880
536649,53562,4168823,70807
859163,94526,6571636,207142
337583,124857,2565303,10504
250037,5444,1924565,70287
714493,27,5715852,65
98545,5524,742133,40703
60278,548,468139,13537
565010,41084,4478725,271
746901,41183,5933826,199
927449,2425,7395735,21432
974274,134,7701029,93029
158464,5404,1215295,47013
531499,34,3811030,440928
60609,50,442924,41898
513685,172703,3909767,27010
207375,33191,1610809,15000
637099,19542,4898661,178589
243692,6794,1940709,2033
771766,141936,5988538,43654
386967,18857,2952461,124418
670542,18269,5197658,148409
861347,41,6890664,71
730784,5,5716341,129926
696147,58,5569115,3
206868,49607,1551552,53785
333931,3873,2658940,8635
382396,73151,2937572,48445
693228,35818,5322391,187615
655925,8824,5231071,7505
564159,30,4017814,495428
492790,163559,3769924,8837
838416,36381,6507047,163900
866485,232211,6619342,80327
702460,189020,5313679,116981
725946,9209,5788816,9543
426023,211474,3178874,17836
149401,2,1107619,87587
679416,191,5435065,72
569614,40,4556842,30
217699,49356,1691100,1136
315431,157,2512833,10458
316360,56,2336452,194372
51708,23354,386798,3512
58817,5850,456854,7832
301233,77983,2297393,34488
818831,257721,6184539,108388
932404,160785,7177926,120521
190390,642,1509060,13418
166366,47390,1257477,26061
600539,22912,4724036,57364
631761,9,4441259,612820
864189,14776,6887179,11557
872186,274761,6637788,64939
617429,151945,4695285,92202
504763,55009,3851336,131759
277700,85178,2103754,32668
824160,105409,6289336,198535
117888,10,941765,1329
594261,110973,4544310,98805
982953,75,7384169,479380
886137,49197,6744130,295769
366855,6113,2849752,78975
881780,174264,6838809,41167
419393,140314,3134775,80055
287616,45065,2212296,43567
206515,36236,1604193,11691
348612,31716,2681835,75345
671597,47099,5217101,108576
144549,24925,1122842,8625
354658,32190,2694042,111032
260815,14444,2014715,57361
258014,72885,1974029,17198
597733,113535,4550523,117806
606468,210743,4607280,33721
678968,48,5431684,12
853820,38,6830485,37
644694,7921,5000581,149050
321702,159,2550613,22844
591352,8240,4468960,253616
350281,46418,2687327,68503
274720,39822,2130924,27014
697698,31,5581524,29
511268,76503,3965655,47986
252315,69702,1943557,5261
314949,85,2362693,156814
339131,120544,2579807,12697
910289,11284,6928294,342734
842077,40134,6411384,285098
979241,84229,7602476,147223
245730,21233,1908834,35773
31592,3701,242557,6478
671349,37,4814737,556018
992710,78,7941595,7
940155,74,7521102,64
92989,4456,720888,18568
54783,10061,409153,19050
833135,12051,6640278,12751
382336,35,3058648,5
638555,3637,5069236,35567
676020,161908,5161978,84274
958048,117,7516371,147896
634427,252953,4789227,33236
860973,538442,6026811,322531
66577,23597,506113,2906
642192,70065,4900366,167105
65476,9,522296,1503
65774,1033,524174,985
586099,23430,4559654,105708
703093,45988,5362519,216237
893294,255235,6660650,230467
125233,18494,957722,25648
363629,7241,2896325,5466
293814,72509,2225656,52347
488545,773,3898904,8683
134035,21273,1039970,11037
428336,36,3070760,355892
643758,5766,4935243,209055
786127,8541,6265005,15470
333858,6295,2659182,5387
469027,22782,3644638,84796
52300,13331,400512,4557
337517,170,2698682,1284
479107,8843,3718944,105069
452917,70328,3454928,98080
686615,68,5173197,319655
317268,156700,2380140,1304
528939,41554,4007782,182176
375704,9006,2862774,133852
271620,13788,2070960,88212
616519,78680,4686458,167014
737376,17392,5689350,192266
134972,74,1010280,69422
938435,67,7507376,37
754017,272977,5743775,15384
751934,19,6015406,47
286271,42387,2219871,27910
60756,13838,452465,19745
449406,9197,3582761,3290
616480,19054,4788464,124322
588180,185877,4492148,27415
749021,172956,5588213,230999
589110,128326,4481024,103530
252062,36731,1954891,24874
510493,9,4072547,11388
79027,26913,604823,480
75418,9,601387,1948
30923,2,229126,18256
975557,55389,7562393,186674
511979,107403,3977206,11223
523877,186859,3997350,6807
485176,33544,3696526,151338
404538,94468,3118036,23800
480272,3029,3724692,114455
684483,4022,5462225,9617
227454,76023,1731437,12172
368974,78966,2866260,6566
95700,5113,742748,17739
411554,24831,3188795,78806
811815,46801,6300430,147289
638565,170503,4879729,58288
104910,28727,798836,11717
840232,36,6721782,38
61681,65,465199,28184
283593,6017,2113492,149235
181577,29376,1360317,62923
753817,158853,5855812,15871
30526,6675,232539,4994
686883,60508,5248267,186289
119475,9494,916063,30243
967190,148964,7381830,206726
545688,105887,4226209,33408
85106,23442,655906,1500
645119,7547,4902059,251346
809744,87828,6182494,207630
831714,16166,6448904,188642
140358,19405,1090463,12996
820146,15917,6535550,9701
565025,159,4501620,18421
385638,22902,3030511,31691
239165,20,1913290,10
681457,21344,5174524,255788
276626,1721,2202878,8409
220449,17059,1712436,34097
932957,228653,7126198,108805
903052,181533,6888610,154273
179753,35924,1390339,11761
484574,13723,3735976,126893
924013,34387,7021931,335786
432731,31434,3407374,23040
204701,794,1629702,7112
103015,16727,800149,7244
904684,13234,7209725,14513
302850,2918,2413335,6547
504006,120542,3909172,2334
821695,135875,6256757,180928
691199,102729,5369379,57484
619925,88364,4815728,55308
15215,3,114677,7040
283784,80244,2149430,40598
806237,87490,6242955,119451
571188,65943,4436920,66641
902404,17615,6886537,315080
15867,380,123074,3482
593340,120477,4609218,17025
24043,4716,186702,926
864477,15374,6645713,254729
620906,13291,4823306,130651
674243,18,5393885,41
961960,95397,7466794,133489
893711,8,7112874,36806
932354,186855,7241600,30377
623630,21,4988970,49
686581,24777,5403848,64023
112878,11357,853110,38557
155549,5142,1204655,34595
692782,11618,5337098,193540
220909,10,1556116,211146
614143,132,4852582,60430
403248,6061,3215223,4700
18852,726,149677,413
826039,22705,6406962,178645
212355,18,1698810,12
671526,7794,5090259,274155
959365,6281,7318506,350133
483369,111601,3724629,30722
227752,48041,1763785,10190
205601,97678,1545618,1512
644857,6080,5139184,13592
974522,463984,6821654,510538
876698,93956,6805305,114323
406109,102900,3078688,67284
379659,73143,2887855,76274
600440,11,4803400,109
30627,69,227043,17904
358498,3873,2860938,3173
560979,35059,4357741,95032
111143,7655,854949,26540
832788,168308,6402993,91003
646991,43659,5025928,106341
66895,145,529623,5392
432369,18,3458909,25
574844,3657,4459391,135704
454228,33275,3599424,1125
987595,16,6974230,926514
522498,10141,3948964,220879
69295,3978,538227,12155
399657,74950,3098599,23707
222038,20872,1715905,39527
871119,17326,6661323,290303
110750,28078,775250,82672
196113,14921,1485206,68777
426614,28672,3291723,92517
334848,1654,2672178,4952
895299,202406,6944941,15045
274469,2474,2074065,119213
351802,27,2504806,309583
232255,53,1764256,93731
833980,73,6280510,391257
138229,34032,1062953,8847
668168,66119,5170730,108495
319891,8615,2430715,119798
793283,175845,6162426,7993
677530,133,5355136,64971
135228,76,1006627,75121
419052,6913,3343017,2486
434922,8845,3470436,95
855099,303734,6515757,21301
32630,190,260157,693
494644,143,3916583,40426
898505,20865,6827467,339708
499892,20278,3875718,103140
973890,228849,7417123,145148
537981,100973,4179122,23753
891036,202972,6801491,123825
148522,52,1087331,100793
705067,137278,5454024,49234
74431,13585,578072,3791
378716,91659,2927725,10344
991619,287972,7581506,63474
722870,47759,5594952,140249
838264,119,6582383,123610
230073,96481,1729155,14948
587165,88,4697230,2
330843,14404,2503206,129134
898786,222293,6748598,219397
782720,28379,6128788,104593
303799,65961,2312088,52343
766649,247954,5864144,21094
448884,5221,3579352,6499
909351,180677,7040095,54036
457133,9420,3492474,155170
630037,13,5040210,73
720292,78767,5595360,88209
846472,9604,6526268,235904
880052,3254,6830443,206719
144981,30662,1116779,12407
243986,4874,1893831,53183
609835,29,4343499,535152
940966,111335,7175448,240945
589316,86653,4564668,63207
673265,63730,5151548,170842
886810,69488,6803821,221171
714824,189325,5458226,71041
477808,12800,3807863,1801
410300,32743,3247732,1925
667566,248931,5082048,9549
370936,63640,2809633,94215
93268,12260,716944,16940
73059,503,581464,2505
837657,127546,6474416,99294
902140,32118,6853760,331242
47650,5447,370124,5629
817924,264397,6180160,98835
35913,7222,264038,16044
42046,7877,314577,13914
923267,271445,7041893,72798
950530,8706,7200523,395011
37416,30,267972,31326
201225,30061,1536581,43158
87099,4980,657144,34668
75928,4,533107,74313
691986,133446,5375503,26939
242034,44235,1880163,11874
102043,14133,784181,18030
332235,197,2654459,3224
741148,17569,5906022,5593
892488,3324,7112240,24340
472370,61239,3621939,95782
149027,55269,1128772,8175
115155,26900,873676,20664
447165,19270,3445805,112245
64742,14,517921,1
500552,79904,3821766,102746
781069,28555,6188415,31582
465859,160657,3536635,29580
212260,1612,1693753,2715
98714,6,782246,7460
289660,109697,2204338,3245
962471,32266,7449161,218341
719173,197116,5502070,54198
757010,25933,5880624,149523
286523,14615,2218128,59441
704291,21059,5611413,1856
759513,26,6076004,74
375496,96019,2876384,31565
513328,41357,3987570,77697
399068,74003,3062991,55550
764419,35380,6038073,41899
932746,28290,7322674,111004
719728,118095,5585029,54700
147830,22250,1122397,37993
829797,85115,6432276,120985
598824,171171,4556934,62487
912182,41,7297340,75
196232,2867,1563723,3266
522283,41,4178199,24
323711,74264,2463498,51926
596955,48343,4567024,160273
408722,53,3269711,12
